Component 1,CAS-RN 1,Component 2,CAS-RN 2,Liquid Fraction 1 (mol/mol),Temperature (°C),Liquid Fraction 2 (mol/mol),Pressure EXP (bar),SMILES 1,SMILES 2,Pressure PRED (bar),OriginalIndex,Fold,Replicate
h2s,7783-06-4,propanol,71-23-8,0.1489,50,0.8511,8.32,S,CCCO,3.0562782,127,2,2
h2s,7783-06-4,n-heptane,142-82-5,0.043,38,0.957,1.59958,S,CCCCCCC,2.0670547,102,2,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.35,30,0.65,4.58,S,CC(=O)N(C)C,8.159245,58,2,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.17,40,0.83,5.09,S,C1CC(=O)OC1,4.545952,144,2,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.213,30,0.787,5.32,S,C1CC(=O)OC1,5.7988014,140,2,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.182,30,0.8180000000000001,1.91,S,CC(=O)N(C)C,5.2230453,56,2,2
h2s,7783-06-4,carbon-disulfide,75-15-0,0.2172,50,0.7827999999999999,11.24,S,C(=S)=S,4.6530914,158,2,2
h2s,7783-06-4,carbon-disulfide,75-15-0,0.5957,50,0.4043,22.96,S,C(=S)=S,16.341434,160,2,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.121,40,0.879,1.5,S,CC(=O)N(C)C,3.3214264,61,2,2
h2s,7783-06-4,DMSO,67-68-5,0.601,40,0.399,11.23,S,CS(=O)C,14.840229,16,2,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.276,40,0.724,4.15,S,CC(=O)N(C)C,7.1454086,63,2,2
h2s,7783-06-4,propanol,71-23-8,0.1074,30,0.8926000000000001,4.31,S,CCCO,0.6124878,117,2,2
h2s,7783-06-4,DMSO,67-68-5,0.501,50,0.499,5.05,S,CS(=O)C,12.552307,23,2,2
h2s,7783-06-4,toluene,108-88-3,0.643,38,0.357,15.8579,S,CC1=CC=CC=C1,16.299755,92,2,2
h2s,7783-06-4,benzene,71-43-2,0.936,50,0.0639999999999999,32.3,S,C1=CC=CC=C1,25.495491,80,2,2
h2s,7783-06-4,carbon-disulfide,75-15-0,0.7655,25,0.2345,16.05,S,C(=S)=S,18.990227,156,2,2
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.799,25,0.201,15.0,S,C1COCCN1C=O,20.25718,129,2,2
h2s,7783-06-4,n-heptane,142-82-5,0.435,38,0.565,13.3758,S,CCCCCCC,11.856308,107,2,2
h2s,7783-06-4,cyclohexane,110-82-7,0.533,50,0.467,21.9,S,C1CCCCC1,16.633945,5,3,2
h2s,7783-06-4,DMSO,67-68-5,0.601,40,0.399,11.23,S,CS(=O)C,16.374832,16,3,2
h2s,7783-06-4,DMF,68-12-2,0.214,50,0.786,6.44,S,CN(C)C=O,6.25037,43,3,2
h2s,7783-06-4,DMF,68-12-2,0.255,30,0.745,5.28,S,CN(C)C=O,6.5954514,32,3,2
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.121,40,0.879,1.97,S,C1COCCN1C=O,4.270359,131,3,2
h2s,7783-06-4,benzene,71-43-2,0.626,50,0.374,20.1,S,C1=CC=CC=C1,19.519012,77,3,2
h2s,7783-06-4,DMSO,67-68-5,0.445,40,0.5549999999999999,2.89,S,CS(=O)C,11.636749,13,3,2
h2s,7783-06-4,carbon-disulfide,75-15-0,0.2172,50,0.7827999999999999,11.24,S,C(=S)=S,10.666054,158,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.043,38,0.957,1.59958,S,CCCCCCC,4.327236,102,3,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.28,50,0.72,10.71,S,C1CC(=O)OC1,8.598839,152,3,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.276,40,0.724,4.15,S,CC(=O)N(C)C,7.32835,63,3,2
h2s,7783-06-4,DMSO,67-68-5,0.141,40,0.859,1.33,S,CS(=O)C,4.8204994,8,3,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.474,30,0.526,7.34,S,CC(=O)N(C)C,12.552353,60,3,2
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.563,25,0.4370000000000001,9.42,S,C1COCCN1C=O,16.03209,128,3,2
h2s,7783-06-4,cyclohexane,110-82-7,0.085,50,0.915,4.0,S,C1CCCCC1,8.840263,0,3,2
h2s,7783-06-4,DMSO,67-68-5,0.299,50,0.7010000000000001,2.26,S,CS(=O)C,7.4553223,20,3,2
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.968,25,0.032,19.0,S,C1COCCN1C=O,17.822338,130,3,2
h2s,7783-06-4,propanol,71-23-8,0.0405,30,0.9595,1.63,S,CCCO,0.8732338,115,3,2
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.799,25,0.201,15.0,S,C1COCCN1C=O,18.800781,129,3,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.196,50,0.804,7.15,S,C1CC(=O)OC1,4.9873657,150,3,2
h2s,7783-06-4,DMF,68-12-2,0.159,40,0.841,3.88,S,CN(C)C=O,5.370346,35,3,2
h2s,7783-06-4,DMSO,67-68-5,0.565,40,0.4350000000000001,8.43,S,CS(=O)C,15.502926,15,3,2
h2s,7783-06-4,DMF,68-12-2,0.12,50,0.88,3.48,S,CN(C)C=O,5.9962044,40,3,2
h2s,7783-06-4,DMSO,67-68-5,0.169,40,0.831,1.26,S,CS(=O)C,4.9189835,9,3,2
h2s,7783-06-4,n-hexane,110-54-3,0.307,50,0.6930000000000001,12.05,S,CCCCCC,7.355179,83,3,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.271,50,0.729,5.0,S,CC(=O)N(C)C,7.6692734,69,3,2
h2s,7783-06-4,DMSO,67-68-5,0.503,40,0.497,4.29,S,CS(=O)C,13.580273,14,3,2
h2s,7783-06-4,propanol,71-23-8,0.0398,40,0.9602,1.88,S,CCCO,1.1795883,119,3,2
h2s,7783-06-4,DMF,68-12-2,0.275,30,0.725,5.79,S,CN(C)C=O,7.2338104,33,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.819,38,0.181,22.8906,S,CCCCCCC,18.122944,112,3,2
h2s,7783-06-4,DMSO,67-68-5,0.598,50,0.402,12.92,S,CS(=O)C,17.034378,25,3,2
h2s,7783-06-4,benzene,71-43-2,0.262,50,0.738,7.9,S,C1=CC=CC=C1,7.8832283,74,3,2
h2s,7783-06-4,propanol,71-23-8,0.1032,50,0.8968,5.64,S,CCCO,4.2080536,126,3,2
h2s,7783-06-4,DMSO,67-68-5,0.624,50,0.376,15.98,S,CS(=O)C,17.518356,26,3,2
h2s,7783-06-4,DMF,68-12-2,0.19,50,0.81,5.66,S,CN(C)C=O,5.8459206,42,3,2
h2s,7783-06-4,m-xylene,108-38-3,0.1334,38,0.8666,3.83349,S,CC1=CC(=CC=C1)C,4.865776,47,3,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.206,40,0.794,6.23,S,C1CC(=O)OC1,4.868885,145,3,2
h2s,7783-06-4,toluene,108-88-3,0.954,38,0.046,25.5106,S,CC1=CC=CC=C1,18.104988,94,3,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.35,30,0.65,4.58,S,CC(=O)N(C)C,8.277874,58,3,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.241,40,0.759,7.44,S,C1CC(=O)OC1,6.2183,146,3,2
h2s,7783-06-4,cyclohexane,110-82-7,0.33,50,0.6699999999999999,14.2,S,C1CCCCC1,9.836578,3,3,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.178,40,0.8220000000000001,2.38,S,CC(=O)N(C)C,4.948124,62,3,2
h2s,7783-06-4,benzene,71-43-2,0.521,50,0.479,16.15,S,C1=CC=CC=C1,17.222027,76,3,2
h2s,7783-06-4,DMF,68-12-2,0.271,50,0.729,8.46,S,CN(C)C=O,8.298744,45,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.68,38,0.32,20.2706,S,CCCCCCC,17.446186,111,3,2
h2s,7783-06-4,cyclohexane,110-82-7,0.142,50,0.858,6.65,S,C1CCCCC1,6.9657936,1,3,2
h2s,7783-06-4,DMF,68-12-2,0.191,40,0.8089999999999999,4.74,S,CN(C)C=O,5.5364647,36,3,2
h2s,7783-06-4,propanol,71-23-8,0.1051,40,0.8949,5.0,S,CCCO,4.0698357,121,3,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.119,50,0.881,1.83,S,CC(=O)N(C)C,5.0839424,67,3,2
h2s,7783-06-4,DMF,68-12-2,0.217,30,0.783,4.43,S,CN(C)C=O,5.6045113,31,3,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.118,30,0.882,2.8,S,C1CC(=O)OC1,3.6768532,138,3,2
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.366,40,0.634,7.53,S,C1COCCN1C=O,11.423775,133,3,2
h2s,7783-06-4,DMF,68-12-2,0.253,40,0.747,6.45,S,CN(C)C=O,6.959526,38,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.3524,20,0.6476,7.896,S,CCCCCCC,6.969925,97,3,2
h2s,7783-06-4,benzene,71-43-2,0.738,50,0.262,24.15,S,C1=CC=CC=C1,20.243229,78,3,2
h2s,7783-06-4,n-hexane,110-54-3,0.539,50,0.461,20.0,S,CCCCCC,15.597435,85,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.538,38,0.462,16.1337,S,CCCCCCC,14.544094,108,3,2
h2s,7783-06-4,DMSO,67-68-5,0.563,50,0.4370000000000001,9.99,S,CS(=O)C,16.238018,24,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.435,38,0.565,13.3758,S,CCCCCCC,11.016041,107,3,2
h2s,7783-06-4,DMSO,67-68-5,0.444,50,0.556,3.29,S,CS(=O)C,12.407711,22,3,2
h2s,7783-06-4,DMF,68-12-2,0.216,40,0.784,5.4,S,CN(C)C=O,5.9369965,37,3,2
h2s,7783-06-4,DMSO,67-68-5,0.23,50,0.77,2.02,S,CS(=O)C,6.264675,19,3,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.113,40,0.887,3.27,S,C1CC(=O)OC1,3.970417,143,3,2
h2s,7783-06-4,n-hexane,110-54-3,0.199,50,0.8009999999999999,8.4,S,CCCCCC,4.8750954,82,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.311,38,0.6890000000000001,10.2042,S,CCCCCCC,6.6616936,105,3,2
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.304,40,0.696,5.55,S,C1COCCN1C=O,9.454899,132,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.5906,20,0.4094,12.183,S,CCCCCCC,14.482361,99,3,2
h2s,7783-06-4,m-xylene,108-38-3,0.0403,38,0.9597,1.46169,S,CC1=CC(=CC=C1)C,3.8990593,46,3,2
h2s,7783-06-4,DMSO,67-68-5,0.65,40,0.35,15.35,S,CS(=O)C,17.28371,18,3,2
h2s,7783-06-4,propanol,71-23-8,0.1074,30,0.8926000000000001,4.31,S,CCCO,3.932644,117,3,2
h2s,7783-06-4,cyclohexane,110-82-7,0.657,50,0.343,25.85,S,C1CCCCC1,18.686996,6,3,2
h2s,7783-06-4,n-hexane,110-54-3,0.095,50,0.905,4.3,S,CCCCCC,5.2532463,81,3,2
h2s,7783-06-4,toluene,108-88-3,0.643,38,0.357,15.8579,S,CC1=CC=CC=C1,18.49382,92,3,2
h2s,7783-06-4,propanol,71-23-8,0.1516,40,0.8484,7.36,S,CCCO,3.9791527,122,3,2
h2s,7783-06-4,n-hexane,110-54-3,0.914,50,0.0859999999999999,32.0,S,CCCCCC,18.196228,88,3,2
h2s,7783-06-4,DMF,68-12-2,0.273,40,0.727,7.06,S,CN(C)C=O,7.699398,39,3,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.346,40,0.654,5.64,S,CC(=O)N(C)C,8.90757,64,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.318,38,0.6819999999999999,10.2732,S,CCCCCCC,6.8671684,106,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.266,20,0.734,6.241,S,CCCCCCC,5.2796288,96,3,2
h2s,7783-06-4,propanol,71-23-8,0.1489,50,0.8511,8.32,S,CCCO,4.1278,127,3,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.121,40,0.879,1.5,S,CC(=O)N(C)C,4.844227,61,3,2
h2s,7783-06-4,toluene,108-88-3,0.427,38,0.573,10.3421,S,CC1=CC=CC=C1,12.802757,91,3,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.34,50,0.6599999999999999,6.8,S,CC(=O)N(C)C,9.452923,70,3,2
h2s,7783-06-4,propanol,71-23-8,0.0666,30,0.9334,2.68,S,CCCO,2.9305496,116,3,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.177,30,0.823,4.35,S,C1CC(=O)OC1,3.9747925,139,3,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.28,30,0.72,3.35,S,CC(=O)N(C)C,6.958153,57,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.675,38,0.325,20.2016,S,CCCCCCC,17.373154,110,3,2
h2s,7783-06-4,m-xylene,108-38-3,0.9931,38,0.0069,26.269,S,CC1=CC(=CC=C1)C,17.697624,54,3,2
h2s,7783-06-4,DMF,68-12-2,0.252,50,0.748,7.68,S,CN(C)C=O,7.4734726,44,3,2
h2s,7783-06-4,DMSO,67-68-5,0.301,40,0.6990000000000001,1.82,S,CS(=O)C,6.985653,11,3,2
h2s,7783-06-4,m-xylene,108-38-3,0.4651,38,0.5348999999999999,11.7211,S,CC1=CC(=CC=C1)C,13.653553,49,3,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.107,50,0.893,3.74,S,C1CC(=O)OC1,4.276848,148,3,2
h2s,7783-06-4,DMF,68-12-2,0.16,30,0.84,3.19,S,CN(C)C=O,5.042938,29,3,2
h2s,7783-06-4,toluene,108-88-3,0.836,38,0.164,21.8564,S,CC1=CC=CC=C1,19.016804,93,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.18,38,0.8200000000000001,6.06739,S,CCCCCCC,4.2529716,104,3,2
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.684,40,0.3159999999999999,17.6,S,C1COCCN1C=O,19.315014,136,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.467,20,0.5329999999999999,10.057,S,CCCCCCC,10.726475,98,3,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.301,30,0.6990000000000001,7.95,S,C1CC(=O)OC1,8.204346,142,3,2
h2s,7783-06-4,benzene,71-43-2,0.936,50,0.0639999999999999,32.3,S,C1=CC=CC=C1,18.51154,80,3,2
h2s,7783-06-4,propanol,71-23-8,0.1543,30,0.8457,6.5,S,CCCO,3.8166885,118,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.166,38,0.834,5.64681,S,CCCCCCC,4.3286476,103,3,2
h2s,7783-06-4,DMF,68-12-2,0.192,30,0.808,3.89,S,CN(C)C=O,5.2150497,30,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.1638,20,0.8362,3.979,S,CCCCCCC,3.9568787,95,3,2
h2s,7783-06-4,DMF,68-12-2,0.158,50,0.842,4.64,S,CN(C)C=O,5.7067184,41,3,2
h2s,7783-06-4,DMSO,67-68-5,0.627,40,0.373,13.46,S,CS(=O)C,16.893673,17,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.545,38,0.455,16.2716,S,CCCCCCC,14.748425,109,3,2
h2s,7783-06-4,propanol,71-23-8,0.0653,40,0.9347,3.08,S,CCCO,3.0576134,120,3,2
h2s,7783-06-4,carbon-disulfide,75-15-0,0.6038,25,0.3962,13.79,S,C(=S)=S,16.62426,155,3,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.23,50,0.77,8.56,S,C1CC(=O)OC1,6.1774063,151,3,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.249,30,0.751,6.37,S,C1CC(=O)OC1,6.120121,141,3,2
h2s,7783-06-4,DMF,68-12-2,0.122,30,0.878,2.39,S,CN(C)C=O,5.1800156,28,3,2
h2s,7783-06-4,carbon-disulfide,75-15-0,0.9563,25,0.0436999999999999,19.34,S,C(=S)=S,17.712109,157,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.7164,20,0.2836,14.036,S,CCCCCCC,16.819275,100,3,2
h2s,7783-06-4,carbon-disulfide,75-15-0,0.5957,50,0.4043,22.96,S,C(=S)=S,18.036972,160,3,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.182,30,0.8180000000000001,1.91,S,CC(=O)N(C)C,4.683399,56,3,2
h2s,7783-06-4,DMSO,67-68-5,0.405,40,0.595,2.22,S,CS(=O)C,10.182468,12,3,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.213,30,0.787,5.32,S,C1CC(=O)OC1,4.7690544,140,3,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.162,50,0.838,5.82,S,C1CC(=O)OC1,4.3600273,149,3,2
h2s,7783-06-4,carbon-disulfide,75-15-0,0.1919,25,0.8081,7.1,S,C(=S)=S,8.756287,153,3,2
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.48,40,0.52,10.3,S,C1COCCN1C=O,15.106129,134,3,2
h2s,7783-06-4,propanol,71-23-8,0.039,50,0.961,2.15,S,CCCO,1.4620018,124,3,2
h2s,7783-06-4,carbon-disulfide,75-15-0,0.2821,25,0.7179,8.69,S,C(=S)=S,10.939499,154,3,2
h2s,7783-06-4,toluene,108-88-3,0.077,38,0.923,2.03395,S,CC1=CC=CC=C1,5.0425797,89,3,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.17,40,0.83,5.09,S,C1CC(=O)OC1,4.139881,144,3,2
h2s,7783-06-4,carbon-disulfide,75-15-0,0.9528,50,0.0472,33.66,S,C(=S)=S,17.99778,162,3,2
h2s,7783-06-4,cyclohexane,110-82-7,0.252,50,0.748,10.75,S,C1CCCCC1,7.8863144,2,3,2
h2s,7783-06-4,benzene,71-43-2,0.398,50,0.602,12.2,S,C1=CC=CC=C1,13.323986,75,3,2
h2s,7783-06-4,carbon-disulfide,75-15-0,0.7655,25,0.2345,16.05,S,C(=S)=S,17.888092,156,3,2
h2s,7783-06-4,m-xylene,108-38-3,0.8394,38,0.1606,21.3048,S,CC1=CC(=CC=C1)C,18.848324,52,3,2
h2s,7783-06-4,n-hexane,110-54-3,0.421,50,0.579,16.0,S,CCCCCC,11.477711,84,3,2
h2s,7783-06-4,m-xylene,108-38-3,0.7514,38,0.2486,19.1674,S,CC1=CC(=CC=C1)C,19.164204,51,3,2
h2s,7783-06-4,toluene,108-88-3,0.226,38,0.774,5.46754,S,CC1=CC=CC=C1,6.117874,90,3,2
h2s,7783-06-4,carbon-disulfide,75-15-0,0.2982,50,0.7018,13.93,S,C(=S)=S,12.894096,159,3,2
h2s,7783-06-4,n-hexane,110-54-3,0.656,50,0.344,23.8,S,CCCCCC,17.872166,86,3,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.175,50,0.825,2.88,S,CC(=O)N(C)C,5.2239914,68,3,2
h2s,7783-06-4,propanol,71-23-8,0.0641,50,0.9359,3.48,S,CCCO,3.1868858,125,3,2
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.292,40,0.708,9.32,S,C1CC(=O)OC1,8.434616,147,3,2
h2s,7783-06-4,DMSO,67-68-5,0.403,50,0.597,2.71,S,CS(=O)C,10.909622,21,3,2
h2s,7783-06-4,DMSO,67-68-5,0.646,50,0.354,18.58,S,CS(=O)C,17.878292,27,3,2
h2s,7783-06-4,carbon-disulfide,75-15-0,0.7603,50,0.2397,27.23,S,C(=S)=S,18.701328,161,3,2
h2s,7783-06-4,benzene,71-43-2,0.831,50,0.169,27.95,S,C1=CC=CC=C1,19.629051,79,3,2
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.984,40,0.016,27.81,S,C1COCCN1C=O,17.826588,137,3,2
h2s,7783-06-4,n-heptane,142-82-5,0.8767,20,0.1233,16.119,S,CCCCCCC,17.613827,101,3,2
h2s,7783-06-4,cyclohexane,110-82-7,0.414,50,0.5860000000000001,17.8,S,C1CCCCC1,12.493732,4,3,2
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.47,40,0.53,9.03,S,CC(=O)N(C)C,13.288204,66,3,2
h2s,7783-06-4,DMF,68-12-2,0.121,40,0.879,2.91,S,CN(C)C=O,5.5811157,34,3,2
h2s,7783-06-4,DMSO,67-68-5,0.141,40,0.859,1.33,S,CS(=O)C,2.0745354,8,1,3
h2s,7783-06-4,DMSO,67-68-5,0.445,40,0.5549999999999999,2.89,S,CS(=O)C,17.518356,13,1,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.292,40,0.708,9.32,S,C1CC(=O)OC1,7.195038,147,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.178,40,0.8220000000000001,2.38,S,CC(=O)N(C)C,4.2946205,62,1,3
h2s,7783-06-4,n-hexane,110-54-3,0.095,50,0.905,4.3,S,CCCCCC,5.3492126,81,1,3
h2s,7783-06-4,propanol,71-23-8,0.0653,40,0.9347,3.08,S,CCCO,2.2166176,120,1,3
h2s,7783-06-4,DMF,68-12-2,0.255,30,0.745,5.28,S,CN(C)C=O,7.584553,32,1,3
h2s,7783-06-4,DMSO,67-68-5,0.233,40,0.767,1.6,S,CS(=O)C,6.1318207,10,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.545,38,0.455,16.2716,S,CCCCCCC,17.604744,109,1,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.177,30,0.823,4.35,S,C1CC(=O)OC1,3.5078278,139,1,3
h2s,7783-06-4,toluene,108-88-3,0.954,38,0.046,25.5106,S,CC1=CC=CC=C1,16.657578,94,1,3
h2s,7783-06-4,DMF,68-12-2,0.217,30,0.783,4.43,S,CN(C)C=O,5.7531166,31,1,3
h2s,7783-06-4,DMF,68-12-2,0.121,40,0.879,2.91,S,CN(C)C=O,3.569893,34,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.68,38,0.32,20.2706,S,CCCCCCC,17.340569,111,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.3524,20,0.6476,7.896,S,CCCCCCC,14.257671,97,1,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.563,25,0.4370000000000001,9.42,S,C1COCCN1C=O,18.863976,128,1,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.118,30,0.882,2.8,S,C1CC(=O)OC1,0.5947914,138,1,3
h2s,7783-06-4,DMSO,67-68-5,0.624,50,0.376,15.98,S,CS(=O)C,18.801533,26,1,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.28,50,0.72,10.71,S,C1CC(=O)OC1,7.036072,152,1,3
h2s,7783-06-4,benzene,71-43-2,0.521,50,0.479,16.15,S,C1=CC=CC=C1,17.745544,76,1,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.799,25,0.201,15.0,S,C1COCCN1C=O,18.260498,129,1,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.241,40,0.759,7.44,S,C1CC(=O)OC1,5.3363304,146,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.819,38,0.181,22.8906,S,CCCCCCC,17.012962,112,1,3
h2s,7783-06-4,n-hexane,110-54-3,0.421,50,0.579,16.0,S,CCCCCC,17.200878,84,1,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.366,40,0.634,7.53,S,C1COCCN1C=O,9.117657,133,1,3
h2s,7783-06-4,4-formylmorpholine,4394-85-8,0.304,40,0.696,5.55,S,C1COCCN1C=O,5.5750465,132,1,3
h2s,7783-06-4,cyclohexane,110-82-7,0.776,50,0.224,30.35,S,C1CCCCC1,17.437698,7,1,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.17,40,0.83,5.09,S,C1CC(=O)OC1,3.5106773,144,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.271,50,0.729,5.0,S,CC(=O)N(C)C,9.686928,69,1,3
h2s,7783-06-4,carbon-disulfide,75-15-0,0.7603,50,0.2397,27.23,S,C(=S)=S,19.602402,161,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.4,50,0.6,8.62,S,CC(=O)N(C)C,17.15691,71,1,3
h2s,7783-06-4,n-hexane,110-54-3,0.788,50,0.212,27.9,S,CCCCCC,17.244995,87,1,3
h2s,7783-06-4,propanol,71-23-8,0.0641,50,0.9359,3.48,S,CCCO,2.404251,125,1,3
h2s,7783-06-4,propanol,71-23-8,0.0398,40,0.9602,1.88,S,CCCO,2.984867,119,1,3
h2s,7783-06-4,toluene,108-88-3,0.836,38,0.164,21.8564,S,CC1=CC=CC=C1,17.190636,93,1,3
h2s,7783-06-4,m-xylene,108-38-3,0.9501,38,0.0499,24.8211,S,CC1=CC(=CC=C1)C,16.688316,53,1,3
h2s,7783-06-4,carbon-disulfide,75-15-0,0.1919,25,0.8081,7.1,S,C(=S)=S,1.2761536,153,1,3
h2s,7783-06-4,DMF,68-12-2,0.158,50,0.842,4.64,S,CN(C)C=O,4.07777,41,1,3
h2s,7783-06-4,benzene,71-43-2,0.626,50,0.374,20.1,S,C1=CC=CC=C1,17.879757,77,1,3
h2s,7783-06-4,DMF,68-12-2,0.273,40,0.727,7.06,S,CN(C)C=O,8.853481,39,1,3
h2s,7783-06-4,DMSO,67-68-5,0.563,50,0.4370000000000001,9.99,S,CS(=O)C,18.91499,24,1,3
h2s,7783-06-4,"n,n-dimethylacetamide",127-19-5,0.34,50,0.6599999999999999,6.8,S,CC(=O)N(C)C,13.934025,70,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.1638,20,0.8362,3.979,S,CCCCCCC,7.3986015,95,1,3
h2s,7783-06-4,benzene,71-43-2,0.738,50,0.262,24.15,S,C1=CC=CC=C1,17.606876,78,1,3
h2s,7783-06-4,DMSO,67-68-5,0.301,40,0.6990000000000001,1.82,S,CS(=O)C,10.05653,11,1,3
h2s,7783-06-4,benzene,71-43-2,0.144,50,0.856,4.55,S,C1=CC=CC=C1,3.5734825,73,1,3
h2s,7783-06-4,n-hexane,110-54-3,0.199,50,0.8009999999999999,8.4,S,CCCCCC,9.000793,82,1,3
h2s,7783-06-4,benzene,71-43-2,0.831,50,0.169,27.95,S,C1=CC=CC=C1,17.234585,79,1,3
h2s,7783-06-4,propanol,71-23-8,0.1032,50,0.8968,5.64,S,CCCO,2.115158,126,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.675,38,0.325,20.2016,S,CCCCCCC,17.36266,110,1,3
h2s,7783-06-4,propanol,71-23-8,0.0666,30,0.9334,2.68,S,CCCO,2.0381927,116,1,3
h2s,7783-06-4,toluene,108-88-3,0.427,38,0.573,10.3421,S,CC1=CC=CC=C1,16.955574,91,1,3
h2s,7783-06-4,DMF,68-12-2,0.12,50,0.88,3.48,S,CN(C)C=O,3.6647491,40,1,3
h2s,7783-06-4,DMSO,67-68-5,0.503,40,0.497,4.29,S,CS(=O)C,18.520607,14,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.435,38,0.565,13.3758,S,CCCCCCC,17.194866,107,1,3
h2s,7783-06-4,gamma-butyrolactone,96-48-0,0.196,50,0.804,7.15,S,C1CC(=O)OC1,4.644684,150,1,3
h2s,7783-06-4,n-heptane,142-82-5,0.845,38,0.155,23.0974,S,CCCCCCC,16.928993,113,1,3
h2s,7783-06-4,propanol,71-23-8,0.1074,30,0.8926000000000001,4.31,S,CCCO,1.7165375,117,1,3
